deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
cz-364_0248_g711.wav,3.3413606,2.8811176,4.1935334,2.7548482,3.766756,NISQAv2
cz-364_0293_g711.wav,3.1558163,2.838312,3.9380877,2.4252055,3.4493003,NISQAv2
cz-364_0257_aac.wav,2.8842676,2.7146947,3.889232,2.5258224,3.4348624,NISQAv2
cz-448_0440_amr.wav,2.8612208,2.8956275,4.006401,2.794186,3.0201294,NISQAv2
cz-364_0212_amr.wav,3.1421688,3.1448948,4.104636,2.7004335,3.56999,NISQAv2
cz-364_0203_aac.wav,2.3191173,2.6293936,3.9111505,2.20808,3.1366289,NISQAv2
cz-392_0375_amr.wav,3.146374,3.52939,4.0541067,2.6624765,3.5431664,NISQAv2
cz-364_0302_g711.wav,2.9107223,2.890772,3.5756996,2.4592178,3.385288,NISQAv2
cz-0194_amr.wav,3.5320537,3.5000284,4.438772,3.075208,3.4349358,NISQAv2
cz-364_0239_opus.wav,3.4560208,3.4769843,4.098312,2.744278,3.6206372,NISQAv2
cz-364_0284_amr.wav,3.1636603,3.2920911,4.0657654,2.6804593,3.4658546,NISQAv2
cz-364_0239_aac.wav,2.570385,2.943323,4.0210805,2.184521,3.1723979,NISQAv2
cz-448_0440_opus.wav,2.8266273,2.6661327,4.067721,2.6726134,2.7900996,NISQAv2
cz-364_0275_amr.wav,3.130482,3.0845363,4.1996994,2.5009465,3.3879995,NISQAv2
cz-392_0384_amr.wav,3.1927369,3.1384456,4.2215834,2.5864823,3.515312,NISQAv2
cz-364_0311_g711.wav,3.154312,2.5190876,3.9754608,2.5522401,3.5994575,NISQAv2
cz-364_0348_aac.wav,2.294833,2.7201197,3.8992674,2.16703,3.1713312,NISQAv2
cz-364_0230_aac.wav,2.269128,2.3566592,2.570343,2.1979933,2.8054855,NISQAv2
cz-364_0221_amr.wav,2.9877574,2.9410372,3.934876,2.3301306,3.1892788,NISQAv2
cz-364_0257_opus.wav,3.2760224,3.3247826,4.158661,2.6533906,3.4056737,NISQAv2
cz-364_0212_g711.wav,3.3339782,2.9335496,4.015431,2.7408843,3.683592,NISQAv2
cz-364_0329_opus.wav,2.747514,2.9013233,3.8361325,2.2750304,3.0735438,NISQAv2
cz-448_0430_g711.wav,3.330769,2.8713562,4.213129,2.8595388,3.5820873,NISQAv2
cz-364_0221_opus.wav,2.9265287,2.6409974,3.783488,2.2580392,3.057401,NISQAv2
cz-364_0338_g711.wav,2.9911282,3.0155413,4.0116067,2.5277746,3.4790947,NISQAv2
cz-364_0230_amr.wav,3.756829,3.5809388,4.2826204,2.977107,3.6685247,NISQAv2
cz-364_0348_amr.wav,2.9075074,3.4572935,3.2438486,2.299176,3.359063,NISQAv2
cz-364_0221_aac.wav,2.8820398,2.4564064,3.9791043,2.3219514,3.2661197,NISQAv2
cz-364_0230_g711.wav,3.6259422,2.8325706,4.0574355,2.6140118,3.6393714,NISQAv2
cz-448_0421_opus.wav,3.2393355,3.0970533,4.204621,2.981981,3.516246,NISQAv2
cz-0194_g711.wav,3.4577756,2.8076582,4.1210966,2.7333105,3.3942356,NISQAv2
cz-364_0203_opus.wav,3.1329505,2.7683136,3.9609292,2.9128695,3.5895426,NISQAv2
cz-364_0275_opus.wav,3.1590126,2.9985073,4.0963573,2.461516,3.3208222,NISQAv2
cz-364_0239_amr.wav,3.4059331,3.5803459,4.1281357,2.8335733,3.6933918,NISQAv2
cz-364_0348_opus.wav,2.9446638,2.7668273,3.4653697,2.4675553,3.4724572,NISQAv2
cz-364_0275_aac.wav,2.8800018,2.6693552,4.0470443,2.3308644,3.1531627,NISQAv2
cz-392_0375_g711.wav,3.121374,2.9718409,4.0798106,2.732666,3.571759,NISQAv2
cz-392_0384_aac.wav,2.942197,2.8466918,4.1561346,2.2613714,3.2159505,NISQAv2
cz-364_0329_aac.wav,1.7030671,2.5107613,2.657923,1.8168607,2.4424846,NISQAv2
cz-364_0338_amr.wav,3.3186667,3.3942752,4.204882,2.6518228,3.5203865,NISQAv2
cz-392_0375_opus.wav,3.2115514,3.3728323,4.1726155,2.767787,3.6120403,NISQAv2
cz-364_0348_g711.wav,3.143995,3.003215,4.092078,2.5223732,3.4557257,NISQAv2
cz-364_0293_aac.wav,2.076624,2.5322173,2.611451,1.9796424,2.8751707,NISQAv2
cz-364_0275_g711.wav,3.0851138,2.580951,3.923373,2.4282234,3.4378712,NISQAv2
cz-364_0320_aac.wav,2.2780497,2.56141,3.2214477,2.0562792,3.0137348,NISQAv2
cz-364_0248_aac.wav,2.7821014,2.7929213,3.9503393,2.271209,3.5260775,NISQAv2
cz-364_0338_opus.wav,3.5506525,3.7765746,4.2646112,2.8082955,3.7134848,NISQAv2
cz-448_0421_g711.wav,3.1686969,2.6393163,4.0719056,2.8562984,3.4669259,NISQAv2
cz-364_0230_opus.wav,3.7700734,3.6624959,4.2269926,2.721085,3.6388242,NISQAv2
cz-364_0266_amr.wav,3.0607102,3.580178,3.8730464,2.5440915,3.4069607,NISQAv2
cz-364_0203_g711.wav,2.8918502,2.636305,3.888286,2.8313687,3.5875392,NISQAv2
cz-0194_opus.wav,3.5407126,3.5991561,4.351426,2.756568,3.4190068,NISQAv2
cz-364_0293_amr.wav,3.2162137,3.2276413,4.2452583,2.5832388,3.4680617,NISQAv2
cz-364_0212_opus.wav,3.2406583,3.2432246,4.086991,2.6370435,3.6156023,NISQAv2
cz-364_0329_g711.wav,2.7292237,2.6140068,3.9527607,2.6036115,3.148465,NISQAv2
cz-364_0320_amr.wav,3.2262037,3.2317622,4.062117,2.5653443,3.528588,NISQAv2
cz-364_0248_amr.wav,3.4331439,3.3455546,4.326707,2.7140827,3.6841953,NISQAv2
cz-364_0221_g711.wav,3.0993233,2.5929978,3.91595,2.4628685,3.3471491,NISQAv2
cz-448_0430_opus.wav,3.5297897,3.3874137,4.372557,2.9846337,3.576028,NISQAv2
cz-364_0257_g711.wav,3.2641294,2.8571317,3.918584,2.665197,3.4813752,NISQAv2
cz-364_0266_aac.wav,2.4655244,2.74076,3.5440295,2.0194354,2.9103954,NISQAv2
cz-448_0440_g711.wav,2.7830305,2.4681785,3.9031599,2.834496,3.1521013,NISQAv2
cz-364_0329_amr.wav,2.8695405,2.9223387,3.9330444,2.4899938,3.200516,NISQAv2
cz-364_0338_aac.wav,2.1106348,2.9093993,3.3995497,1.9545097,3.0412598,NISQAv2
cz-364_0311_opus.wav,3.3376122,2.9511755,4.103284,2.4647758,3.5286136,NISQAv2
